id1,id2,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14
1,1,0.575007,-1.391261,-0.778831,0.080209,-0.017759,0.75,3.5,4.0,0.00011582352931477573,-0.000617619313284285,0.001539805736106557,-0.0036818532429985593,0.006747679818630618,-0.004910836479643715
1,6,0.416003,-1.459596,-0.654874,0.00914,-0.012658,1.1,3.5,4.0,0.0005163553633795021,-0.0026566425448840965,0.006304145573410724,-0.015373881433606199,0.029549911219427002,-0.022054552201713547
1,7,0.446693,-1.500463,-0.657448,0.065741,-0.037004,1.0,3.5,4.0,0.00025392461533913776,-0.0014899812066896845,0.003977361466516683,-0.008418589065678689,0.013311448051453456,-0.009053319956143068
1,8,0.404725,-1.702546,-0.707938,0.074904,-0.039922,1.0,3.5,4.0,0.00011506013824802436,-0.0007286656151724342,0.002118216628669922,-0.004426136067723057,0.006398433352529119,-0.004061330044703213
6,1,0.416003,-1.459596,-0.654874,0.00914,-0.012658,1.1,3.5,4.0,0.0005163553633795021,-0.0026566425448840965,0.006304145573410724,-0.015373881433606199,0.029549911219427002,-0.022054552201713547
6,6,0.346977,-1.51982,-0.570812,-0.013518,-0.015829,1.4,3.5,4.0,0.00215075337143837,-0.01007078010323005,0.021266274157307478,-0.05795919218139331,0.1268461724261754,-0.0996773956195845
6,7,0.263438,-1.754525,-0.584215,-0.007801,-0.021729,1.5,3.5,4.0,0.0019189406308130548,-0.009365053934072722,0.02064064172139896,-0.05259780637569281,0.10887000027126648,-0.08403914605180757
6,8,0.375339,-1.547372,-0.642492,0.020614,-0.026699,1.2,3.5,4.0,0.00057907692670229,-0.0031704913138996278,0.00789893219102384,-0.017627955748735172,0.03085420461125951,-0.02219064438784828
7,1,0.446693,-1.500463,-0.657448,0.065741,-0.037004,1.0,3.5,4.0,0.00025392461533913776,-0.0014899812066896845,0.003977361466516683,-0.008418589065678689,0.013311448051453456,-0.009053319956143068
7,6,0.263438,-1.754525,-0.584215,-0.007801,-0.021729,1.5,3.5,4.0,0.0019189406308130548,-0.009365053934072722,0.02064064172139896,-0.05259780637569281,0.10887000027126648,-0.08403914605180757
7,7,0.231654,-1.879002,-0.572765,-0.004579,-0.031106,1.5,3.5,4.0,0.0013831496850720151,-0.007220597382249317,0.016984408025434203,-0.03926408578438283,0.07365058825853776,-0.054851329389333285
7,8,0.340064,-1.703613,-0.622348,0.036738,-0.040158,1.2,3.5,4.0,0.00037547259887232403,-0.002229477924964914,0.006002009072954565,-0.012542392148355386,0.019450945407058065,-0.013091871168806866
8,1,0.404725,-1.702546,-0.707938,0.074904,-0.039922,1.0,3.5,4.0,0.00011506013824802436,-0.0007286656151724342,0.002118216628669922,-0.004426136067723057,0.006398433352529119,-0.004061330044703213
8,6,0.375339,-1.547372,-0.642492,0.020614,-0.026699,1.2,3.5,4.0,0.00057907692670229,-0.0031704913138996278,0.00789893219102384,-0.017627955748735172,0.03085420461125951,-0.02219064438784828
8,7,0.340064,-1.703613,-0.622348,0.036738,-0.040158,1.2,3.5,4.0,0.00037547259887232403,-0.002229477924964914,0.006002009072954565,-0.012542392148355386,0.019450945407058065,-0.013091871168806866
8,8,0.296445,-1.911896,-0.663451,0.038054,-0.046608,1.2,3.5,4.0,0.00015873149327221727,-0.0010520996017644663,0.0031882988925170472,-0.006577922374532474,0.009020770582610867,-0.005482056963707709
