C  0.908207681058793   1.514808251698536   1.570320191719129
H  0.617270828422463   0.948868411819274   0.682254636287926
H  1.442479544142616   2.406867226768305   1.251043862055586
H  1.434802485793118   0.846479928250145   2.248285645796584
H  0.021920428679553   1.863741678788640   2.107070310026939
C  3.293467536388779   1.507687886603177   1.574602563247849
H  2.684534999859415   1.025278303939592   0.811826787944556
H  3.811988545550733   2.294061893079274   1.029660099714421
H  3.807629266128592   0.678440272390387   2.056484974757044
H  2.803123925906114   2.031321848146662   2.393947865235503
C  5.554863815307435   1.510187049998833   1.577638268145171
H  5.048650253255276   0.987641663096092   0.768968566349039
H  6.093178869314115   2.312657889237477   1.075776743781065
H  6.118994696439984   0.727231791789177   2.082474293964449
H  5.027494646842880   2.014109439604086   2.384831157685189
C  7.947755228740215   1.521660577422009   1.597272982708235
H  7.397796174527964   1.061577532647481   0.781302740227085
H  8.638909580357168   2.238037284429976   1.149157609630429
H  8.499084816850216   0.729043621481548   2.106464776784605
H  7.382656258635291   2.060353771159547   2.352421708562756
