id1,id2,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14
28,28,3.3539,-5.2347,-13.8204,-46.7651,-53.8500,1.1000,1.0000,4.2000,1.5321,-5.6048,5.6218,-2.4540,0.4978,-0.0386
28,6,-4.2675,-1.4702,-0.7633,1.2352,-0.7108,1.5000,3.5000,4.5000,0.0006,-0.0070,0.0377,-0.0767,0.0655,-0.0201
6,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
