id1,id2,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14
1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,-0.495695,-0.901626,-1.007214,0.189808,-0.057087,1.1,3.5,4.0,0.0007205044983294867,-0.004044230448861023,0.010187690700462769,-0.02170497329647099,0.036342619277524524,-0.02571532773763446
1,7,-0.50153,-0.785734,-1.123232,0.394878,-0.148501,1.0,3.5,4.0,0.00018129472020451923,-0.0015009832244849447,0.00553719509879003,-0.011703150821463042,0.013894147667528514,-0.007058952294310592
1,8,-0.44766,-0.952979,-1.163537,0.400616,-0.156965,1.0,3.5,4.0,7.290348881866087e-05,-0.0006611928334344166,0.0027034176718940275,-0.006184157134431034,0.007621508039404271,-0.0038875552234831066
6,1,-0.495695,-0.901626,-1.007214,0.189808,-0.057087,1.1,3.5,4.0,0.0007205044983294867,-0.004044230448861023,0.010187690700462769,-0.02170497329647099,0.036342619277524524,-0.02571532773763446
6,6,-0.400467,-0.984048,-0.853949,0.157178,-0.073381,1.4,3.5,4.0,0.003015735721720487,-0.015710459029707635,0.035477200251218866,-0.07707104253196892,0.14403359832625462,-0.10873682715411795
6,7,-0.337943,-1.335442,-0.769693,0.119373,-0.079493,1.5,3.5,4.0,0.0023191373368901275,-0.012814425822909115,0.030854650733165685,-0.06311267160038556,0.10672551698543553,-0.07701913504859254
6,8,-0.458068,-1.035067,-0.937868,0.190562,-0.077841,1.2,3.5,4.0,0.0007453040559162168,-0.004556346770219562,0.012366984389740892,-0.024473908326473198,0.03567059280273077,-0.0233296088833018
7,1,-0.50153,-0.785734,-1.123232,0.394878,-0.148501,1.0,3.5,4.0,0.00018129472020451923,-0.0015009832244849447,0.00553719509879003,-0.011703150821463042,0.013894147667528514,-0.007058952294310592
7,6,-0.326609,-1.197485,-0.807786,0.134891,-0.084373,1.5,3.5,4.0,0.0027478018890428777,-0.015140039437786348,0.036149966898722845,-0.07336300600889495,0.12430953213663853,-0.09005580487227059
7,7,-0.305271,-1.385158,-0.751032,0.114531,-0.090839,1.5,3.5,4.0,0.001815090409698254,-0.010748533414715551,0.02775209815776089,-0.05375501976925243,0.08074073767891637,-0.05458454001780545
7,8,-0.420014,-1.107918,-0.905594,0.188424,-0.088365,1.2,3.5,4.0,0.0005426403216914415,-0.0035726946822448855,0.010453291620328027,-0.02038630308340622,0.027020716986209614,-0.016323929979626495
8,1,-0.44766,-0.952979,-1.163537,0.400616,-0.156965,1.0,3.5,4.0,7.290348881866087e-05,-0.0006611928334344166,0.0027034176718940275,-0.006184157134431034,0.007621508039404271,-0.0038875552234831066
8,6,-0.373027,-0.776043,-1.01992,0.257539,-0.102838,1.2,3.5,4.0,0.0009832692560113833,-0.00627861751050983,0.017580866376380625,-0.03345991848695849,0.045123497286670367,-0.028060987660758752
8,7,-0.370946,-1.040947,-0.931097,0.252441,-0.11545,1.2,3.5,4.0,0.0005648242551707064,-0.003917889398812377,0.011976367738941352,-0.023014801275807566,0.02852931258427363,-0.016198507761312365
8,8,-0.362143,-1.285274,-0.939591,0.204641,-0.106438,1.2,3.5,4.0,0.00022145942263112746,-0.0016697740419873664,0.005651393823250353,-0.011550539742295515,0.014101448623283365,-0.007582205715785702
