id1,id2,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14
28,28,-6.2941,-2.3202,-0.9001,0.3920,0.1029,1.3000,3.2000,4.5000,0.0265,0.0352,0.1179,-0.5180,0.4770,-0.1336

